finger extension,thumb extension,thumb abduction,aperture,wrist extension,supination,elbow extension,shoulder elevation,external rotation,smoothness,movement,rotation,accel_label
0.5575082904986519,0.7287792387512041,0.209995735751493,0.6024378084026804,0.8658047358067094,0.36103862079777127,0.6444057304214936,0.7709961844370546,0.20202856084559542,0.6310648865352741,0.1168655753,-0.4728777459130731,0.0
0.9047319039309064,0.3369057909675636,0.2704804231331167,0.7071839519366137,0.800602699187172,0.576844259925182,0.6748960829841786,0.5647980153031632,0.24217837939705567,0.17613830787203444,0.0254624425,-0.7882616638693252,0.0
0.7652698703198711,0.58014261389046,0.5411583510238124,0.6146249909037236,0.7323159505896164,0.5346537252338377,0.8014848431146326,0.7420870927378155,0.3912811865593845,0.11659364965243135,0.0425497412,-0.6030049995675653,1.0
0.823912658352744,0.7290544075902374,0.32717353114019365,0.6531046114280816,0.8141848321022225,0.830585847878136,0.7396165703013016,0.5002359580495107,-0.011280231041006727,0.8066176373626246,0.025344392,-1.0,1.0
0.8225845753625939,0.7854482024184891,0.9530113573400779,0.6540811391710817,0.8962215799367625,0.5133924146069626,0.710449778528919,0.7032911745763578,0.49243773254267315,0.11049584957593117,0.0367654183,-0.7144572591259882,0.0
0.8116896855980039,0.5572574623843041,0.43938814388873026,0.5997977347762085,0.658233169201097,0.30237218492633755,0.5668641252303386,0.7714537228936232,0.9193529626680884,-0.029938009187559178,0.2356819987,-0.12755636724707586,0.0
0.7097389939842095,0.2037231195880452,0.3018271858209539,0.7309691367955444,0.7427585047423102,0.6109854359793314,0.5477184994086359,0.270600882567423,0.3442710596246809,0.09722130083395975,0.019665528999999998,-0.9849937549887567,1.0
0.1791531908077404,0.11789079215724363,0.28100402217812515,0.46004284853595145,0.7274914673210697,0.6156023082371673,0.21830189045584797,0.5656596730566196,0.6615685590452736,-0.5196562953990438,0.1620232777,-0.13330324434887952,0.0
0.47066592240714555,-0.5051097801300085,1.0,0.2597806081706402,0.6305538717739708,0.08141203635698424,0.6670638803511413,0.5787765646603932,0.3991020431686799,-0.8630253363814888,0.0805301667,-0.3255823478548202,1.0
0.4706473433087749,0.135988308148015,0.4192376582517655,0.4946550197944676,0.487749585241013,0.5420720444857858,0.2828696491465001,0.22212316581607994,-0.217578892853738,-0.11540427214711535,0.1177563996,-0.17847920316072652,0.0
0.8306815465708307,0.40483732777139064,0.6432754285109866,0.9134553836397605,0.6775147196264772,0.4917916269752989,0.6886137992428976,0.5326986036712208,1.0,0.17551324339696928,0.023443438599999998,-0.8090789146870344,1.0
0.8788098029645596,0.6673276733038571,0.2630759571120356,0.6710796870072564,0.8471997956665647,0.4040179404090899,0.6499477456146323,0.3860843355248301,0.6662635112987245,0.7219009617325629,0.057058497400000005,-0.7116695561822286,0.0
0.6372360653095624,0.3491904900715272,0.4014289417601707,0.5092971853516999,0.5920496653295654,0.667497073819991,0.4627736988578803,0.2328422118909541,0.13702633456354746,0.41978798818152563,0.118857989,0.11799727578090957,0.0
0.7380166053634761,0.7601636232997597,0.31161551999008674,0.6005887671605731,0.434095083870424,0.4804813443438698,0.57090738942146,0.5352620019688717,0.18644780498440827,0.3470348596648365,0.1553242634,-0.25546836505696435,1.0
0.35734816589772067,0.08789252568990405,0.22365427352320305,0.24660464189634038,0.229824791686846,0.3929686908597664,0.57090738942146,0.33432150165729824,0.08609231352590974,-0.5602267295347656,0.1804293201,0.1249986914486374,0.0
0.8806363021160623,0.6125120174270158,0.283686432513503,0.7018319351039582,0.7749202037314754,0.7552338687346452,0.57090738942146,0.9906541553642426,-0.39254161072763183,0.1780018552354936,0.0360730338,-0.7225031951241984,1.0
0.6372360653095624,0.3491904900715272,0.1569336281034337,0.18807414290672872,0.7355989869173913,0.0,0.0,0.5085037635970334,-1.0,0.1780018552354936,0.12395663130000001,-0.42518603529750365,0.0
0.2869362100412216,0.5232052112929813,0.27519043900944745,0.3597447643104328,0.6835185607423967,0.5388095978177287,0.40562526454710207,0.204295618105095,0.426395951418945,0.1780018552354936,0.19811004640000002,0.5412360144075106,0.0
0.7134889909729837,-0.1619307915764353,0.21156081969055657,0.32808350061979874,0.0,0.6426776948734823,0.41941074507620485,0.14391888443696643,-0.4709204166813744,-0.41023579878042415,0.2471787788,1.0000000000000002,0.0
0.6400375944599258,0.570966863646559,0.5656632992263707,0.7032085707396638,0.9226187692544086,0.5586032810702894,0.6938086018773539,0.4793744324583641,0.009044301636639829,0.9999999999999998,0.0363250577,-0.7618300516606675,0.0
0.16791259492973082,-0.8778767516148309,0.22779501994032675,0.1389219385426023,0.6850976869203869,0.3456724423020572,0.6956342418806938,0.708370842875336,-0.36800070306599386,-0.7538336173462468,0.161295103,-0.1632685123328208,0.0
0.5314369036882216,0.22353698138774858,0.3052664374074755,0.275180503434753,0.7368510252636072,0.15761799152947764,0.4635848177088239,0.620121501737963,-0.45990759808867765,-0.8101957198001823,0.149654536,-0.18260800744394157,0.0
0.7717966859917543,0.7568144408797757,0.47453826650471165,0.6565730483916138,0.6750521473216555,0.4019976541646457,1.0,0.9186179968869487,0.9941268509666223,0.5052041122447448,0.0235403216,-0.9268051897787917,1.0
0.36635291781937307,-0.6726783351428807,0.0,0.2974908296664277,0.7266763209791625,0.07178180828365643,0.4161685666515346,0.4174999134586368,-0.6969768018664809,-0.10949574722301803,0.1555291323,-0.291221660526079,0.0
0.6870219400884864,0.23229235870998943,0.513899353005735,0.5529824167376549,0.8348109394924521,0.6652990009120807,0.688932761703851,0.13377926604988066,0.25018683092563043,0.9372345968544824,0.0732471475,-0.41335515032596304,0.0
0.8108060202623458,0.4631179381765838,0.5953775645062922,0.6935498180574201,0.9999999999999999,0.8262633488093536,0.7570745224147852,0.5316978143937064,-0.23477380942249193,0.6086627842625838,0.0627611466,-0.8194103865610384,0.0
0.7502644429234092,0.6560774002863332,0.3504852132161945,0.5941061241487275,0.863872675829635,0.5673082182644349,0.7639565171672928,0.5447007710971857,0.36115957041250085,0.8374282200913086,0.0295424749,-0.9619336715045945,1.0
0.7736875934083743,0.5462430909175002,0.48715005067369244,0.6966930113870042,0.7704826578087811,0.7623634469965914,0.7453700417579823,0.5005394359477947,0.29342869561645185,0.7230645693194167,0.0204133068,-0.7923355937938803,1.0
0.11251321644079865,0.3491904900715272,0.3965760053078581,0.1775018648583944,0.8110117342215498,0.5183040840654538,0.3168199311942655,0.09950448072579854,-0.056767536098100146,-0.4078951806820754,0.1663622386,0.06531688146231018,0.0
0.8706622545926744,0.8314146645954122,0.575834614413297,0.6792944763027721,0.7603285791948713,0.5183040840654538,0.4810967017950463,0.37462684042116745,0.8081452852229241,0.3161129722068017,0.041012542400000004,-0.7684103470316921,1.0
0.7680530436365268,0.4192189440737377,0.3415208207670156,0.5345061823079833,0.7063064352997884,0.5652306845342636,0.6836470151577827,0.40712192027597827,0.47181824312643134,0.9206364575270474,0.0605886905,-0.45689826075879014,0.0
0.0,0.14469270786941923,0.2303918272881179,0.22646993478332114,0.667245165982321,0.2159227502773784,0.7880328846241131,1.0,0.28825639508487366,0.1780018552354936,0.09382765180909093,-0.41335515032596304,0.0
0.7867607148353014,0.4172349812407756,0.5543007754356515,0.7048362622543081,0.693963365714652,0.9659581002745974,0.5367917742827961,0.5342525831964898,0.485029430816315,0.7289148137209316,0.0384163261,-0.556920465371153,1.0
0.9159125162666347,0.9785972005139277,0.5927614691995714,1.0,0.738793002035504,0.6843147611637643,0.5369567700752325,0.7678786957221003,-0.6279277375036989,0.2697776643968006,0.1982342034,-0.20202879676180285,0.0
0.5876103563479379,-1.0,0.9007401071595148,0.33695212676683073,0.411180963077544,0.213841901662159,0.1598116883589597,0.0,0.014760884259048201,0.3154230315265689,0.1402378878,-0.0833267382865639,0.0
0.4512359817179,0.4226431484751435,0.3415208207670156,0.5329349189463698,0.7893690572881389,0.5745913531309581,0.7262760372403576,0.19120852224718354,-0.237405582343869,-1.0,0.09082880289999999,-0.22356973545966174,0.0
0.7797514281457615,0.5226111935687521,0.47122229501565527,0.6414577516679456,0.66324644439825,1.0,0.6753993529794422,0.68454592349287,0.18562295594878087,0.5900522343697236,0.0294997258,-0.8687259529866511,0.0
0.2117236192547155,-0.10788542945427998,0.31984190306040533,0.0,0.3699336777371175,0.4772377427903125,0.4668121980244027,0.4423200989641479,0.18562295594878087,-0.20967108787679534,0.11526891880000001,-0.06135241367091959,0.0
0.847969861530138,0.49120632603908243,0.45243149210160827,0.8977012353021672,0.8731138591956247,0.8160841727624764,0.7615071495941286,0.7392645628339879,0.7785875817011833,0.03762677364881206,0.0576838391,-0.6592093854467956,0.0
0.8540850467503737,1.0,0.4014289417601707,0.986291878101978,0.868044190292532,0.5719317787322111,0.6820499529027755,0.5150162472573224,0.6631472519838217,0.5933484023268321,0.0343732923,-0.517665837251093,0.0
0.9999999999999999,0.9850196545825551,0.233493785285399,0.9637380071228929,0.6078024040213506,0.4577503397016478,0.5845807820768765,0.389797949351947,0.785089909330997,-0.0699621474609402,0.0557657199,-0.7258092784603339,0.0
0.42282780437049017,0.4226431484751435,0.3415208207670156,0.5592847200482323,0.8363123396199627,0.7998829842660493,0.43143788750638784,0.4970113739149685,0.2031932996137113,0.0030852934520329,0.1307188534,-0.5022022863942365,0.0
0.8594874203172095,0.5098361001908063,0.3282798373328381,0.8629944524729685,0.695066357573113,0.4517439230071434,0.5007808991549914,0.4970113739149685,0.1263433124208506,0.18277915628063157,0.06375471519999999,-0.47407557193567107,0.0
0.7294802092104197,0.4226431484751435,0.2999811379230746,0.6208555578973324,0.5770816340331016,0.6807208703411933,0.7508923813261772,0.41008478522258074,0.323085253419198,0.27625043488755985,0.0361237334,-0.707481728828709,0.0
0.5019405828251803,-0.2564569358622849,0.24858267240098503,0.27117075538144786,0.21449627538881416,0.11252034357639895,0.19064457496356674,0.40256098341170377,-0.2539814706895255,0.7096458045504865,0.15416202380000002,0.3356921975542484,0.0
